0.000000	2.940000	-2.490000	0.000000	0.006983	3.360000	1.000000	0.000000	-1.000000
0.000000	2.920000	-2.480000	0.000000	0.006983	3.340000	1.000000	0.000000	-1.000000
0.000000	2.900000	-2.470000	0.000000	0.006983	3.320000	1.000000	0.000000	-1.000000
0.000000	2.880000	-2.460000	0.000000	0.006983	3.300000	1.000000	0.000000	-1.000000
0.000000	2.860000	-2.450000	0.000000	0.006983	3.280000	1.000000	0.000000	-1.000000
0.000000	2.840000	-2.440000	0.000000	0.006983	3.260000	1.000000	0.000000	-1.000000
0.000000	2.820000	-2.430000	0.000000	0.006983	3.240000	1.000000	0.000000	-1.000000
0.000000	2.800000	-2.420000	0.000000	0.006983	3.220000	1.000000	0.000000	-1.000000
0.000000	2.780000	-2.410000	0.000000	0.006983	3.200000	1.000000	0.000000	-1.000000
0.000000	2.760000	-2.400000	0.000000	0.006983	3.180000	1.000000	0.000000	-1.000000
0.000000	2.740000	-2.390000	0.000000	1.780000	2.760000	0.500000	1.780000	-90.000000
0.000000	2.720000	-2.380000	0.000000	1.760000	2.740006	0.250000	1.760000	-89.999795
0.000000	2.700000	-2.370000	0.000000	2.740000	2.720016	0.125000	2.740000	-89.999673
0.000000	2.680000	-2.360000	0.000000	2.720000	2.700023	0.062500	2.720000	-89.999521
0.000000	2.660000	-2.350000	0.000000	2.700000	2.680032	0.031250	2.700000	-89.999313
0.000000	2.640000	-2.340000	0.000000	2.680000	2.660046	0.015625	2.680000	-89.999013
0.000000	2.620000	-2.330000	0.000000	2.660000	2.640066	0.007824	2.660000	-89.998575
0.000000	2.600000	-2.320000	0.000000	2.640000	2.620095	0.003914	2.640000	-89.997933
0.000000	2.580000	-2.310000	0.000000	2.620000	2.600138	0.001957	2.620000	-89.996987
0.000000	2.560000	-2.300000	0.000000	2.600000	2.580200	0.000979	2.600000	-89.995584
0.000000	2.540000	-2.290000	0.000000	2.580000	2.560293	0.000489	2.580000	-89.993496
0.000000	2.520000	-2.280000	0.000000	2.560000	2.540430	0.000477	2.560000	-89.990372
0.000000	2.500000	-2.270000	0.000000	2.540000	2.520635	0.000465	2.540000	-89.985671
0.000000	2.480000	-2.260000	0.000000	2.520000	2.500943	0.000453	2.520000	-89.978564
0.000000	2.460000	-2.250000	0.000000	2.500000	2.481407	0.000441	2.500000	-89.967760
0.000000	2.440000	-2.240000	0.000000	2.480000	2.462110	0.000430	2.480001	-89.951250
0.000000	2.420000	-2.230000	0.000000	2.460000	2.443182	0.000419	2.460002	-89.925884
0.000000	2.400000	-2.220000	0.000000	2.440000	2.424825	0.000408	2.440005	-89.886701
0.000000	2.380000	-2.210000	0.000000	2.420000	2.407356	0.000398	2.420011	-89.825838
0.000000	2.360000	-2.200000	0.000000	2.400000	2.391277	0.000388	2.400026	-89.730776
0.000000	2.340000	-2.190000	0.000000	2.380000	2.377386	0.000378	2.380063	-89.581466
0.000000	2.320000	-2.180000	0.000000	2.360000	2.366955	0.000368	2.360154	-89.345627
0.000000	2.300000	-2.170000	0.000000	2.340000	2.362029	0.000359	2.340377	-88.971011
0.000000	2.280000	-2.160000	0.000000	2.320000	2.365910	0.000350	2.320936	-88.372688
0.000000	2.260000	-2.150000	0.000000	2.300000	2.383950	0.000341	2.302348	-87.412230
0.000000	2.240000	-2.140000	0.000000	2.280000	2.424850	0.000333	2.285952	-85.864570
0.000000	2.220000	-2.130000	0.000000	2.260000	2.502710	0.000325	2.275218	-83.369495
0.000000	2.200000	-2.120000	0.000000	2.240000	2.620000	0.000317	2.275434	-79.875328
0.000000	2.180000	-2.110000	0.000000	2.220000	2.600000	0.000310	2.255748	-79.786027
0.000000	2.160000	-2.100000	0.000000	2.200000	2.580000	0.000303	2.236068	-79.695154
0.000000	2.140000	-2.090000	0.000000	2.180000	2.560000	0.000296	2.216393	-79.602666
0.000000	2.120000	-2.080000	0.000000	2.160000	2.540000	0.000289	2.196725	-79.508523
0.000000	2.100000	-2.070000	0.000000	2.140000	2.520000	0.000282	2.177062	-79.412679
0.000000	2.080000	-2.060000	0.000000	2.120000	2.500000	0.000276	2.157406	-79.315088
0.000000	2.060000	-2.050000	0.000000	2.100000	2.480000	0.000270	2.137756	-79.215702
0.000000	2.040000	-2.040000	0.000000	2.080000	2.460000	0.000263	2.118112	-79.114473
0.000000	2.020000	-2.030000	0.000000	2.060000	2.440000	0.000257	2.098476	-79.011349
0.000000	2.000000	-2.020000	0.000000	2.040000	2.420000	0.000252	2.078846	-78.906277
0.000000	1.980000	-2.010000	0.000000	2.020000	2.400000	0.000246	2.059223	-78.799202
0.000000	1.960000	-2.000000	0.000000	2.000000	2.380000	0.000240	2.039608	-78.690068
0.000000	1.940000	-1.990000	0.000000	1.980000	2.360000	0.000235	2.020000	-78.578814
0.000000	1.920000	-1.980000	0.000000	1.960000	2.340000	0.000230	2.000400	-78.465379
0.000000	1.900000	-1.970000	0.000000	1.940000	2.320000	0.000224	1.980808	-78.349701
0.000000	1.880000	-1.960000	0.000000	1.920000	2.300000	0.000219	1.961224	-78.231711
0.000000	1.860000	-1.950000	0.000000	1.900000	2.280000	0.000219	1.941649	-78.111342
0.000000	1.840000	-1.940000	0.000000	1.880000	2.260000	0.000219	1.922082	-77.988522
0.000000	1.820000	-1.930000	0.000000	1.860000	2.240000	0.000219	1.902525	-77.863176
