0,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.35,0.39999999999999997,0.44999999999999996,0.49999999999999994,0.5499999999999999,0.6,0.65,0.7000000000000001,0.7500000000000001,0.8000000000000002,0.8500000000000002,0.9000000000000002,0.9500000000000003,1.0000000000000002,1.0500000000000003,1.1000000000000003,1.1500000000000004,1.2000000000000004,1.2500000000000004,1.3000000000000005,1.3500000000000005,1.4000000000000006,1.4500000000000006,1.5000000000000007,1.5500000000000007,1.6000000000000008
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,15.89375,16.775000000000002,17.64375,18.5,19.34375,20.175,20.993750000000002,21.8,22.59375,23.375,24.14375,24.900000000000002,25.64375,26.375,27.09375,27.8,28.493750000000002,29.175,29.84375,30.5,31.14375,31.775000000000002,32.400000000000006,33.025000000000006,33.650000000000006,34.275000000000006,34.900000000000006,35.525000000000006,36.150000000000006,36.775000000000006,37.400000000000006,38.025000000000006
15.1,15.99375,16.875,17.74375,18.60625,19.48125,20.381249999999998,21.30625,22.256249999999998,23.23125,24.23125,25.256249999999998,26.30625,27.381249999999998,28.48125,29.60625,30.756249999999998,31.93125,33.13125,34.35625,35.59375,36.84375,38.11875,39.40625,40.69375,41.98125,43.268750000000004,44.556250000000006,45.84375000000001,47.13125000000001,48.41875000000001,49.70625000000001,50.99375000000001
