0.809782	0.523442	0.502156	0.067184	0.530695	0.180806	1.000000	0.000000	1.000000	0.000000	1.000000	0.062734	1.000000	0.216382	1.000000	0.301762	1.000000	0.349478	1.000000	0.375411	1.000000	0.389200	1.000000	0.395831	1.000000	0.398421	0.000000	0.479016	0.000000	0.243575	0.000000	0.134334	0.000000	0.076287	0.000000	0.042634	0.000000	0.022547	0.000000	0.010754	0.000000	0.004402	0.000000	0.001347	0.000000	0.000037	
0.430853	0.839307	0.623866	0.409478	0.451376	0.275327	1.000000	0.185609	1.000000	0.180106	1.000000	0.179296	1.000000	0.180921	1.000000	0.183762	1.000000	0.187157	1.000000	0.190735	1.000000	0.194304	1.000000	0.197752	1.000000	0.201028	0.000000	0.608513	0.000000	0.610104	0.000000	0.610210	0.000000	0.609708	0.000000	0.609058	0.000000	0.608072	0.000000	0.606811	0.000000	0.605840	0.000000	0.604594	0.000000	0.603494	
0.945103	0.530636	0.851323	0.195033	0.229196	0.544977	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.057046	1.000000	0.091186	1.000000	0.107806	1.000000	0.117396	1.000000	0.121571	1.000000	0.123746	1.000000	0.124634	0.000000	0.190522	0.000000	0.068029	0.000000	0.032174	0.000000	0.017301	0.000000	0.009877	0.000000	0.005591	0.000000	0.003085	0.000000	0.001358	0.000000	0.000535	0.000000	0.000184	
0.019125	0.134224	0.856999	0.965385	0.724479	0.668475	0.484640	0.106639	0.545873	0.080727	0.607961	0.062722	0.669176	0.052304	0.728145	0.048798	0.783849	0.051239	0.835557	0.058583	0.882881	0.069840	0.926098	0.083916	0.965093	0.100238	1.000000	0.983877	1.000000	0.988280	1.000000	0.991010	1.000000	0.992840	1.000000	0.993397	1.000000	0.993188	1.000000	0.992651	1.000000	0.991341	1.000000	0.989734	1.000000	0.988056	
0.527473	0.596370	0.229840	0.120435	0.830044	0.942560	1.000000	0.000000	1.000000	0.200248	1.000000	0.320322	1.000000	0.396258	1.000000	0.448379	1.000000	0.485594	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	0.000000	0.792730	0.000000	0.763433	0.000000	0.747182	0.000000	0.736808	0.000000	0.729701	0.000000	0.724622	0.000000	0.720838	0.000000	0.717927	0.000000	0.715629	0.000000	0.713767	
0.647238	0.998447	0.867618	0.708936	0.436733	0.029153	0.982977	0.080013	0.937917	0.075538	0.894270	0.071736	0.851638	0.068425	0.809456	0.065580	0.767090	0.063189	0.724048	0.061221	0.679733	0.059664	0.633474	0.058570	0.584207	0.057975	0.710026	0.168564	0.737042	0.170898	0.763913	0.172616	0.789863	0.175129	0.816378	0.176872	0.843237	0.177874	0.871572	0.179166	0.899602	0.180774	0.930382	0.180488	0.962735	0.181426	
0.146725	0.100181	0.698376	0.493766	0.390920	0.282947	0.344511	0.142297	0.409465	0.126134	0.476426	0.117021	0.544718	0.114771	0.613396	0.118013	0.681313	0.128112	0.748648	0.146214	0.814665	0.171222	0.879958	0.203119	0.940686	0.241221	0.563992	0.926691	0.544410	0.931523	0.524640	0.934527	0.504811	0.935745	0.485063	0.935152	0.465422	0.932765	0.446128	0.928522	0.427238	0.922425	0.408987	0.914452	0.391585	0.904573	
0.375846	0.826243	0.084313	0.647112	0.347395	0.728478	1.000000	0.381335	1.000000	0.403938	1.000000	0.423523	1.000000	0.442524	1.000000	0.459630	1.000000	0.476249	1.000000	0.491236	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	0.847369	0.381546	0.864073	0.377941	0.880288	0.374618	0.896018	0.371501	0.911284	0.368731	0.926317	0.366141	0.941277	0.364070	0.956037	0.361977	0.970778	0.360317	0.985479	0.358917	
0.621051	0.881933	0.360648	0.487051	0.573499	0.559359	1.000000	0.295133	1.000000	0.304888	1.000000	0.312118	1.000000	0.317573	1.000000	0.321751	1.000000	0.324989	1.000000	0.327526	1.000000	0.329496	1.000000	0.331040	1.000000	0.332247	0.168072	0.270211	0.181116	0.268228	0.192044	0.266740	0.201245	0.265513	0.209261	0.264617	0.216228	0.263937	0.222403	0.263480	0.227782	0.262991	0.232678	0.262668	0.237052	0.262476	
0.009605	0.113340	0.699788	0.263788	0.089746	0.372143	0.159999	0.142618	0.225976	0.120148	0.300148	0.104297	0.378843	0.095082	0.464113	0.095862	0.552782	0.105983	0.646192	0.131261	0.739245	0.171651	0.833082	0.230519	0.921217	0.303639	0.248817	0.977883	0.231039	0.984121	0.211192	0.989155	0.189041	0.992539	0.164397	0.993542	0.137216	0.991335	0.107887	0.984799	0.077361	0.972742	0.047488	0.954367	0.020826	0.929819	
0.400315	0.406332	0.386967	0.204556	0.073371	0.740762	0.000000	0.000000	0.000000	0.057255	0.000000	0.171981	0.000000	0.263571	0.000000	0.334712	0.000000	0.388682	0.014580	0.428415	0.224134	0.456097	0.437002	0.476048	0.679097	0.488407	0.638721	0.366721	0.519177	0.346078	0.441159	0.325988	0.383529	0.308967	0.336334	0.295511	0.295486	0.285131	0.256124	0.276744	0.214275	0.269781	0.165595	0.263964	0.101563	0.259539	
