0.401339	0.571695	0.952980	1.324438	0.674879	68.775039	1.000000	0.045181	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.055246	1.000000	0.134671	0.613961	0.740154	0.656526	0.773157	0.701938	0.799709	0.750657	0.818688	0.800805	0.828533	0.849118	0.829166	0.892440	0.821855	0.928908	0.809351	0.958380	0.794197	0.981704	0.778495	
0.170052	-0.431629	0.270253	-0.443895	0.234156	91.387380	0.000000	0.000000	0.411770	0.000000	0.916190	0.148737	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	0.400665	0.989172	0.296258	0.991896	0.216112	0.977874	0.156195	0.955723	0.111939	0.931560	0.078892	0.907879	0.053364	0.884855	0.033250	0.861434	0.017329	0.837169	0.006077	0.812180	
0.130146	-1.495634	0.220603	-1.984592	0.915245	89.388553	0.133419	0.292708	0.219079	0.295142	0.306255	0.305434	0.393298	0.323907	0.481496	0.351300	0.570776	0.389214	0.660849	0.439280	0.751738	0.500000	0.842434	0.500000	0.927847	0.500000	0.137099	0.953441	0.124351	0.953262	0.111161	0.952038	0.097462	0.949595	0.083231	0.945705	0.068456	0.940069	0.053280	0.932308	0.038042	0.921939	0.023382	0.908646	0.010306	0.892268	
0.662222	0.831558	0.790947	-0.826355	0.925858	32.753713	1.000000	0.057634	1.000000	0.057153	1.000000	0.069805	1.000000	0.085262	1.000000	0.100322	1.000000	0.113918	1.000000	0.125857	1.000000	0.136316	1.000000	0.145461	1.000000	0.153540	0.000000	0.688359	0.000000	0.688347	0.000000	0.683091	0.000000	0.676680	0.000000	0.670494	0.000000	0.664939	0.000000	0.660069	0.000000	0.655832	0.000000	0.652147	0.000000	0.648933	
0.709884	0.351450	0.119397	1.979834	0.873801	38.771661	1.000000	0.085767	1.000000	0.317415	1.000000	0.499832	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	1.000000	0.500000	0.717873	0.885133	0.760340	0.807512	0.793210	0.745967	0.822805	0.692924	0.850002	0.644244	0.876674	0.600236	0.901877	0.557764	0.926373	0.516798	0.949797	0.500000	0.974630	0.500000	
0.546500	-0.908199	0.174793	-1.917255	0.705994	33.401070	0.223885	0.153371	0.371560	0.235064	0.499659	0.321278	0.614016	0.416325	0.721036	0.500000	0.822129	0.500000	0.913321	0.500000	0.986717	0.500000	1.000000	0.500000	1.000000	0.500000	0.356575	0.858036	0.301292	0.829892	0.256297	0.803319	0.217225	0.777192	0.181721	0.750392	0.148283	0.722090	0.115954	0.691006	0.084221	0.655742	0.053272	0.614489	0.024238	0.565342	
0.541410	1.831029	0.385665	-0.424823	0.461495	75.742256	1.000000	0.300206	1.000000	0.303438	1.000000	0.305630	1.000000	0.307124	1.000000	0.308139	1.000000	0.308824	1.000000	0.309274	1.000000	0.309558	1.000000	0.309711	1.000000	0.309771	0.000000	0.231436	0.000000	0.230676	0.000000	0.229356	0.000000	0.228632	0.000000	0.229158	0.000000	0.229103	0.000000	0.229086	0.000000	0.228819	0.000000	0.228577	0.000000	0.228105	
0.367192	0.450222	0.530487	1.583052	0.129351	87.083347	1.000000	1.000000	1.000000	1.000000	1.000000	0.866614	1.000000	0.715262	1.000000	0.587485	1.000000	0.474888	1.000000	0.370928	1.000000	0.274421	1.000000	0.181046	1.000000	0.090150	0.515566	0.262416	0.597524	0.289577	0.663362	0.307024	0.719519	0.318241	0.768903	0.325182	0.813462	0.329412	0.854498	0.331741	0.892921	0.333007	0.929554	0.333634	0.965088	0.333804	
0.635783	1.196894	0.141316	-1.837955	0.752867	43.563083	1.000000	0.345303	1.000000	0.377126	1.000000	0.401096	1.000000	0.419681	1.000000	0.434438	1.000000	0.446389	1.000000	0.456230	1.000000	0.464446	1.000000	0.471384	1.000000	0.477326	0.000000	0.707450	0.000000	0.697894	0.000000	0.690780	0.000000	0.685134	0.000000	0.680483	0.000000	0.676863	0.000000	0.673921	0.000000	0.671484	0.000000	0.669430	0.000000	0.667646	
0.821549	0.456442	0.975621	-0.402654	0.534066	78.761367	1.000000	0.245983	1.000000	0.131213	1.000000	0.075663	1.000000	0.045151	1.000000	0.027205	1.000000	0.016189	1.000000	0.009743	1.000000	0.005775	1.000000	0.003418	1.000000	0.001704	0.000000	0.067655	0.000000	0.082464	0.000000	0.088553	0.000000	0.091376	0.000000	0.092764	0.000000	0.093577	0.000000	0.093810	0.000000	0.093983	0.000000	0.094038	0.000000	0.094036	
